서장후 | 시뮬레이션을 통한 노인요양시설 실내공기질 개선방안에 관한 연구
서장후 | 주거공간에서 공기청정 환기시스템의 SA·RA 위치에 따른 실내 미세먼지 농도변화
서장후 | 
서장후 | 
강동화 | 신축주거의 실내공기질 제어방안 적용에 따른 에너지 소비량 비교분석
강동화 | 다중이용시설의 실내공기질 정보활용 및 관리를 위한 시설이용자의 요구분석
최윤호 | HVAC 작동특성에 따른 자동차 실내 공기질 평가에 관한 수치해석적 연구
최윤호 | HVAC 작동특성에 따른 자동차 실내 공기질 평가에 관한 수치해석적 연구
최윤호 | HVAC 작동특성에 따른 자동차 실내 공기질 평가에 관한 수치해석적 연구
최윤호 | HVAC 작동특성에 따른 자동차 실내 공기질 평가에 관한 수치해석적 연구
최윤호 | HVAC 작동특성에 따른 자동차 실내 공기질 평가에 관한 수치해석적 연구
최윤호 | 
최윤호 | HVAC 작동특성에 따른 자동차 실내 공기질 평가에 관한 수치해석적 연구
최윤호 | 
최윤호 | HVAC 작동특성에 따른 자동차 실내 공기질 평가에 관한 수치해석적 연구
최윤호 | 
김호현 | 신축건물에서 안구건조증이 작업생산성과 일상활동에 미치는 영향
김호현 | 신축사무실 내 식물 적용 후 재실자 안구 증상 및 실내공기질 평가
김호현 | 신축건물에서 안구건조증이 작업생산성과 일상활동에 미치는 영향
김호현 | 신축건물 사무실내 식물 적용의 실내 공기질 및 재실자 건강영향 평가 - 알레르기 비결막염 및 스트레스 관련 증상설문을 중심으로 -
김호현 | 신축건물에서 안구건조증이 작업생산성과 일상활동에 미치는 영향
김호현 | 시내버스 실내공기질 IAQ 종합지수 개발
김호현 | 신축사무실 내 식물 적용 후 재실자 안구 증상 및 실내공기질 평가
김호현 | 신축건물 사무실내 식물 적용의 실내 공기질 및 재실자 건강영향 평가 - 알레르기 비결막염 및 스트레스 관련 증상설문을 중심으로 -
김호현 | 신축사무실 내 식물 적용 후 재실자 안구 증상 및 실내공기질 평가
김호현 | 신축건물 사무실내 식물 적용의 실내 공기질 및 재실자 건강영향 평가 - 알레르기 비결막염 및 스트레스 관련 증상설문을 중심으로 -
김호현 | 신축사무실 내 식물 적용 후 재실자 안구 증상 및 실내공기질 평가
김호현 | 시내버스 실내공기질 IAQ 종합지수 개발
김호현 | 신축사무실 내 식물 적용 후 재실자 안구 증상 및 실내공기질 평가
김호현 | 시내버스 실내공기질 IAQ 종합지수 개발
김호현 | 
김호현 | IoT 기반 지하역사 내 바이오필터시스템 설치에 따른 실내공기질 변화 및 영향 요인 분석
김호현 | 
김호현 | IoT 기반 지하역사 내 바이오필터시스템 설치에 따른 실내공기질 변화 및 영향 요인 분석
김호현 | 신축건물 사무실내 식물 적용의 실내 공기질 및 재실자 건강영향 평가 - 알레르기 비결막염 및 스트레스 관련 증상설문을 중심으로 -
김호현 | 시내버스 실내공기질 IAQ 종합지수 개발
