Last,"Chen, Yungui",SCOPUS,Institute of New Energy and Low-Carbon Technology Sichuan University Chengdu 610207 China Engineering Research Center of Alternative Energy Materials and Devices Ministry of Education China
,,,
Title,Effect of cold deformation on corrosion behavior of selective laser melted 316L stainless steel bipolar plates in a simulated environment for proton exchange membrane fuel cellsFirst,,
First,Ma J.,SCOPUS,State Key Laboratory of Advanced Metallurgy University of Science and Technology Beijing Beijing 100083 China
Last,"Li, Xiaogang",SCOPUS,National Materials Corrosion and Protection Scientific Data Center Institute for Advanced Materials and Technology University of Science and Technology Beijing Beijing 100083 China
,,,
Title,Anion Exchange Membranes for Fuel Cell Application: A ReviewFirst,,
First,Das G.,SCOPUS,Department of Polymer Science and Engineering School of Applied Chemical Engineering Kyungpook National University Daegu 41566 South Korea
Last,"Yoon, Youngsoo",SCOPUS,Department of Materials Science and Engineering Gachon University Gyeonggi-do Seongnam 13120 South Korea
,,,
Title,An overview of proton exchange membrane fuel cell [?í­Îß?Ø¯æ×Öù?ò®?Ï¼?î÷First,,
First,Gao W.,SCOPUS,Institute of Nuclear and New Energy Technology Tsinghua University Beijing 100084 China
Last,"Mao, Zongqiang",SCOPUS,Institute of Nuclear and New Energy Technology Tsinghua University Beijing 100084 China
,,,
Title,Titanium bipolar plates augmented by nanocrystalline TiZrHfMoW coatings for application in proton exchange membrane fuel cellsFirst,,
First,Peng S.,SCOPUS,Department of Material Science and Engineering Nanjing University of Aeronautics and Astronautics 29 Yudao Street Nanjing 210016 China
Last,"Munroe, Paul",SCOPUS,School of Materials Science and Engineering University of New South WalesNSW  2052 Australia
,,,
Title,Application of self-adaptive temperature recognition in cold-start of an air-cooled proton exchange membrane fuel cell stackFirst,,
First,Yu X.,SCOPUS,School of Energy and Power Engineering Huazhong University of Science and Technology Wuhan 430074 China
Last,"Chan, Siewhwa",SCOPUS,Energy Research Institute Nanyang Technological University 50 Nanyang Avenue637553 Singapore
,,,
Title,Methodology for PEMFC CFD Simulation Including the Effect of Porous Parts CompressionFirst,,
First,Corda G.,SCOPUS,Universit? Degli Studi di Modena e Reggio Emilia Dipartimento di Ingegneria Enzo Ferrari Italy
Last,"D'Adamo, Alessandro",SCOPUS,Universit? Degli Studi di Modena e Reggio Emilia Dipartimento di Ingegneria Enzo Ferrari Italy
,,,
Title,Nanocrystalline TaCN coated titanium bipolar plate dedicated to proton exchange membrane fuel cellFirst,,
First,Chen Y.,SCOPUS,Department of Material Science and Engineering Nanjing University of Aeronautics and Astronautics 29 Yudao Street Nanjing 210016 China
Last,"Munroe, Paul",SCOPUS,School of Materials Science and Engineering University of New South WalesNSW  2052 Australia
,,,
Title,Hydrogen?Air Fuel Cells with Open Cathode for High-Rate Electric Energy SystemsFirst,,
First,"Nefedkin, Sergey I.",SCOPUS,BMP¬àwer Company Skolkovo Innovation Center Moscow Russian Federation National Research University MPEI Moscow Russian Federation
Last,Ryabukhin A.V.,SCOPUS,BMP¬àwer Company Skolkovo Innovation Center Moscow Russian Federation National Research University MPEI Moscow Russian Federation
,,,
Title,DEVELOPMENT OF NOVEL FLOW FIELDS FOR PEM FUEL CELLS: NUMERICAL SOLUTION AND EXPERIMENTAL VALIDATIONFirst,,
First,Gelis K.,SCOPUS,Department of Mechanical Engineering Faculty of Engineering Bolu Abant Izzet Baysal University Bolu Turkey
Last,"Bayrakceken Yurtcan, Ayse",SCOPUS,Department of Chemical Engineering Ataturk University Erzurum Turkey Department of Nanoscience and Nanoengineering Ataturk University Erzurum Turkey
,,,
Title,Real silk textile wastewater treatment using 2-D electrochemical coagulation and estimation of electrical energy consumptionFirst,,
First,"Hemalatha, H. N.",SCOPUS,Department of Civil Engineering JSS Academy of Technical Education JSS Campus Dr. Vishnuvardhan Road Srinivasapura Karnataka Bengaluru 560060 India
Last,Sanjay N.C.S.,SCOPUS,Department of Civil Engineering JSS Academy of Technical Education JSS Campus Dr. Vishnuvardhan Road Srinivasapura Karnataka Bengaluru 560060 India
,,,
Title,Synergistic enrichment of electrically conductive polypropylene-graphite composites for fuel cell bipolar platesFirst,,
First,Tariq M.A.,SCOPUS,Ontario Tech University Oshawa ON Canada
Last,"Rizvi, Ghaus M.",SCOPUS,Ontario Tech University Oshawa ON Canada
,,,
Title,Abnormal On-Current Degradation Under Non-Conductive Stress in Contact Field Plate Lateral Double-Diffused Metal-Oxide- Semiconductor Transistor With 0.13-¥ìm Bipolar-CMOS-DMOS TechnologyFirst,,
First,Hung W.-C.,SCOPUS,Department of Physics National Sun Yat-sen University Kaohsiung 80424 Taiwan
Last,Kuo H.-M.,SCOPUS,Department of Physics National Sun Yat-sen University Kaohsiung 80424 Taiwan
,,,
Title,"Toward Innovation and Policies: Mapping the Demand of Orthopedic Implants in Public Hospital Margono Purwokerto, Central Java, IndonesiaFirst",,
First,Nurisusilawati I.,SCOPUS,Industrial Engineering Study Program Faculty of Industrial Engineering and Design Institut Teknologi Telkom Purwokerto Central Java Indonesia
Last,Yusro M.,SCOPUS,Biomedical Engineering Study Program Faculty of Telecommunication and Electrical Engineering Institut Teknologi Telkom Purwokerto Central Java Indonesia
,,,
Title,Deterioration Phenomena of a High Temperature PEM Fuel Cell with Bare SS304 Bipolar Plates [ÙíÔµöµÜôâÈË¼äªÐ¿÷ùÍÔè®úþòõí­ÎßüµØ¯æ×Öùï³ò®ñýáñ÷ÜúÞßÚFirst,,
First,"Chen, Chenyu",SCOPUS,Department of Mechanical and Energy Engineering National Chiayi University Chiayi 60004 Taiwan
Last,Liang C.-H.,SCOPUS,Department of Energy and Refrigerating Air-Conditioning Engineering National Taipei University of Technology Taipei 10608 Taiwan
,,,
Title,Study on the Corrosion Resistance of Metal Bipolar-Plate of Fuel Cell [æ×Öùï³ò®ñýÑÑáÕäªÐ¿÷ùæ×Öùï³ò®Ý¯ãÚúÞßÚ÷®÷ÐÝÂà°?Ï¼First,,
First,"Hung, Chien Ju",SCOPUS,Department of Power Mechanical Engineering National Tsing Hua University Engineering Building 1 No. 101 Section 2 Kuang-Fu Road Hsinchu 30013 Taiwan
Last,"Chen, Binhao",SCOPUS,Department of Vehicle Engineering National Taipei University of Technology No. 1 Sec. 3 Zhongxiao E. Rd. Taipei 10608 Taiwan
,,,
Title,Surface Conductivity and Preferred Orientation of TiN Film for Ti Bipolar PlateFirst,,
First,Yan Z.,SCOPUS,College of Materials Science and Engineering Sichuan University Chengdu 610065 China Institute of New Energy and Low-Carbon Technology Sichuan University Chengdu 610207 China
Last,"Chen, Yungui",SCOPUS,Institute of New Energy and Low-Carbon Technology Sichuan University Chengdu 610207 China Engineering Research Center of Alternative Energy Materials and Devices Ministry of Education Beijing 100816 China
,,,
Title,Numerical Comparison of the Performance of Four Cooling Circuit Designs for Proton Exchange Membrane Fuel Cells (PEMFCsFirst,,
First,Corda G.,SCOPUS,Universita Degli Studi di Modena Italy
Last,"D'Adamo, Alessandro",SCOPUS,Universita di Modena e Reggio Emilia Italy
,,,
Title,Numerical Simulation of Advanced Bipolar Plates Materials for Hydrogen-Fueled PEM Fuel CellFirst,,
First,"D'Adamo, Alessandro",SCOPUS,Universita di Modena e Reggio Emilia Italy
Last,Corda G.,SCOPUS,Universita Degli Studi di Modena Italy
,,,
Title,A comprehensive overpotential analysis of high-power density fuel cell: channel/rid width designFirst,,
First,Liu H.,SCOPUS,State Key Laboratory of Automotive Safety and Energy School of Vehicle and Mobility Tsinghua University Beijing China
Last,"Ouyang, Minggao",SCOPUS,State Key Laboratory of Automotive Safety and Energy School of Vehicle and Mobility Tsinghua University Beijing China
,,,
Title,Communication - A Universal Approach for Constructing Functionalized Porous Graphene Gelatum/Graphite Bipolar Plate Integrated Electrode for Vanadium Redox Flow BatteriesFirst,,
First,Jing M.,SCOPUS,Institute of Rare and Scattered Elements College of Chemistry Liaoning University Shenyang 110036 China
Last,"Fang, Dawei",SCOPUS,Institute of Rare and Scattered Elements College of Chemistry Liaoning University Shenyang 110036 China
,,,
Title,Effects of Current Collecting Methods for Polymer Bipolar Plate of Ultra-Light Polymer Electrolyte Membrane Fuel CellsFirst,,
First,Jang G.-E.,SCOPUS,Department of Mechanical Engineering Dankook University South Korea
Last,Cho G.-Y.,SCOPUS,Department of Mechanical Engineering Dankook University South Korea
,,,
Title,Low filler and highly conductive composite bipolar plates with synergistic segregated structure for enhanced proton exchange membrane fuel cell performanceFirst,,
First,Hu B.,SCOPUS,The Key Laboratory of Polymer Processing Engineering of Ministry of Education National Engineering Research Center of Novel Equipment for Polymer Processing Guangdong Provincial Key Laboratory of Technique and Equipment for Macromolecular Advanced Manufacturing South China University of Technology Guangzhou 510641 China
Last,"Yin, Xiaochun",SCOPUS,The Key Laboratory of Polymer Processing Engineering of Ministry of Education National Engineering Research Center of Novel Equipment for Polymer Processing Guangdong Provincial Key Laboratory of Technique and Equipment for Macromolecular Advanced Manufacturing South China University of Technology Guangzhou 510641 China
,,,
Title,Cold Carrier Injection Mechanism for Gate Oxide Integrity of High Voltage NDMOSFirst,,
First,Coyne E.,SCOPUS,Analog Devices Inc. Wilmington MA  01887 United States
Last,Wang E.A.,SCOPUS,Lumentum Operations LLC Ottawa ON  K2J 0P7 Canada
,,,
Title,Research on the performance of carbon film formed on thin stainless steel bipolar plates of PEMFC by laser irradiatingFirst,,
First,Huang H.,SCOPUS,College of Transportation Engineering Dalian Maritime University Liaoning Dalian 116026 China
Last,"Huang, Naibao",SCOPUS,College of Transportation Engineering Dalian Maritime University Liaoning Dalian 116026 China
,,,
Title,Investigation on Electrochemical Characteristics of Metallic Bipolar Plates with Chloride Concentrations for PEMFCFirst,,
First,Shin D.-H.,SCOPUS,Graduate School Mokpo National Maritime University Haeyangdaehak-ro Jeollanam-do Mokpo-si 58628 South Korea
Last,"Kim, Seong-jong",SCOPUS,Division of Marine Engineering Mokpo National Maritime University Haeyangdaehak-ro Jeollanam-do Mokpo-si 58628 South Korea
,,,
Title,Three-dimensional multiphase modeling of a proton exchange membrane electrolysis cell with a new interdigitated-jet hole flow fieldFirst,,
First,Wang X.Y.,SCOPUS,Key Laboratory of Power Station Energy Transfer Conversion and System of MOE School of Energy Power and Mechanical Engineering North China Electric Power University Beijing 102206 China
Last,Ju X.,SCOPUS,Key Laboratory of Power Station Energy Transfer Conversion and System of MOE School of Energy Power and Mechanical Engineering North China Electric Power University Beijing 102206 China
,,,
Title,Corrosion Characteristics of 316L Stainless Steel with Chloride Concentrations in Cathode Operating Conditions of Metallic Bipolar Plate for PEMFCFirst,,
First,Shin D.-H.,SCOPUS,Graduate School Mokpo National Maritime University Haeyangdaehak-ro Jeollanam-do Mokpo-si 58628 South Korea
Last,"Kim, Seong-jong",SCOPUS,Division of Marine Engineering Mokpo National Maritime University Haeyangdaehak-ro Jeollanam-do Mokpo-si 58628 South Korea
,,,
Title,Electrochemical Characteristics and Damage Behavior in Cathode Operating Conditions of 316L Stainless Steel with Test Time and Applied Potential in Metallic Bipolar Plates for PEMFCFirst,,
First,Shin D.-H.,SCOPUS,Graduate School Mokpo National Maritime University Haeyangdaehak-ro Jeollanam-do Mokpo-si 58628 South Korea
Last,"Kim, Seong-jong",SCOPUS,Division of Marine Engineering Mokpo National Maritime University Haeyangdaehak-ro Jeollanam-do Mokpo-si 58628 South Korea
,,,
Title,Crystal plasticity finite element analysis of size effect on the formability of ultra-thin ferritic stainless steel sheet for fuel cell bipolar plateFirst,,
First,Tran M.T.,SCOPUS,School of Mechanical Engineering University of Ulsan Ulsan 44610 South Korea
Last,Kim D.-K.,SCOPUS,Department of Mechanical and Aerospace Engineering Konkuk University Seoul 05029 South Korea
,,,
Title,Thermal Imbalance among Paralleling Chips in Power Modules and the Impact from Traction Inverter System ViewFirst,,
First,"Li, Xiang",SCOPUS,Research and Development Centre Dynex Semiconductor Ltd 508688 Lincoln United Kingdom of Great Britain and Northern Ireland LN6 3LF
Last,Liu G.,SCOPUS,Research and Development Center Zhuzhou CRRC Times Semiconductor Ltd. Zhuzhou Hunan China
,,,
Title,NiTiP-Coated Ti as Low-cost Bipolar Plates for Water Electrolysis with Polymer Electrolyte MembranesFirst,,
First,Wakayama H.,SCOPUS,Toyota Central R&D Laboratories Inc 41-1 Yokomichi Aichi Nagakute 480-1192 Japan
Last,Yamazaki K.,SCOPUS,Toyota Central R&D Laboratories Inc 41-1 Yokomichi Aichi Nagakute 480-1192 Japan
,,,
Title,Vertical-Graphene-Reinforced Titanium Alloy Bipolar Plates in Fuel CellsFirst,,
First,"Yu, Feng",SCOPUS,Center for Nanochemistry (CNC) Beijing Science and Engineering Center for Nanocarbons Beijing National Laboratory for Molecular Sciences College of Chemistry and Molecular Engineering Peking University Beijing 100871 China Beijing Graphene Institute (BGI) Beijing 100095 China
Last,"Liu, Zhong Fan",SCOPUS,Center for Nanochemistry (CNC) Beijing Science and Engineering Center for Nanocarbons Beijing National Laboratory for Molecular Sciences College of Chemistry and Molecular Engineering Peking University Beijing 100871 China Beijing Graphene Institute (BGI) Beijing 100095 China
,,,
Title,Process and challenges of stainless steel based bipolar plates for proton exchange membrane fuel cellsFirst,,
First,"Liu, Gaoyang",SCOPUS,State Key Laboratory of Advanced Metallurgy University of Science and Technology Beijing Beijing 100083 China School of Metallurgical and Ecological Engineering University of Science and Technology Beijing Beijing 100083 China
Last,"Fang, Baizeng",SCOPUS,Department of Chemical and Biological Engineering University of British Columbia 2360 East Mall Vancouver BC  V6T 1Z3 Canada
,,,
Title,A comprehensive review of current research on various materials used for developing composite bipolar plates in polymer electrolyte membrane fuel cellsFirst,,
First,Mathew C.,SCOPUS,Department of Production Engineering National Institute of Technology Tiruchirappalli India
Last,Devanathan L.S.,SCOPUS,Department of Production Engineering National Institute of Technology Tiruchirappalli India
,,,
Title,Effects of operation and shutdown parameters and electrode materials on the reverse current phenomenon in alkaline water analyzersFirst,,
First,Abdel Haleem A.,SCOPUS,Institute of Advanced Sciences Yokohama National University 79-5 Tokiwadai Hodogaya-ku Yokohama 240-8501 Japan
Last,"Mitsushima, Shigenori",SCOPUS,Institute of Advanced Sciences Yokohama National University 79-5 Tokiwadai Hodogaya-ku Yokohama 240-8501 Japan Graduate School of Engineering Science Yokohama National University 79-5 Tokiwadai Hodogaya-ku Yokohama 240-8501 Japan
,,,
Title,Research on Short Circuit Failure Mechanism of Press Pack IGBT Device Based on Al-Si Diffusion Molecular Dynamics SimulationFirst,,
First,Hui L.,SCOPUS,State Key Laboratory of Power Transmission Equipment and System Security and New Technology School of Electrical Engineering Chongqing University Shapingba District Chongqing 400044 China
Last,"Yao, Ran",SCOPUS,State Key Laboratory of Power Transmission Equipment and System Security and New Technology School of Electrical Engineering Chongqing University Shapingba District Chongqing 400044 China
,,,
Title,Study on the Effect of Spoiler Columns on the Heat Dissipation Performance of S-Type Runner Water-Cooling PlatesFirst,,
First,Zheng X.,SCOPUS,College of Mechanical and Electrical Engineering Shihezi University Shihezi 832002 China
Last,Mai C.,SCOPUS,College of Mechanical and Electrical Engineering Shihezi University Shihezi 832002 China
,,,
Title,Electrochemical Behavior and Surface Conductivity of C/TiC Nanocomposite Coating on Titanium for PEMFC Bipolar PlateFirst,,
First,Meng W.,SCOPUS,State Key Laboratory of Advanced Welding and Joining Harbin Institute of Technology Harbin 150001 China School of Materials Science and Engineering Harbin Institute of Technology Harbin 150001 China
Last,Kong F.,SCOPUS,State Key Laboratory of Advanced Welding and Joining Harbin Institute of Technology Harbin 150001 China School of Materials Science and Engineering Harbin Institute of Technology Harbin 150001 China
,,,
Title,The bipolar charge plasma spectrometer (BCPS) based on the 2 ¥ð -field-of-view double-channel electrostatic analyzerFirst,,
First,Su B.,SCOPUS,National Space Science Center Chinese Academy of Sciences Beijing 100190 China Beijing Key Laboratory of Space Environment Exploration Beijing 100190 China Key Laboratory of Environmental Space Situation Awareness Technology Chinese Academy of Sciences Beijing 100190 China
Last,Ma L.Y.,SCOPUS,National Space Science Center Chinese Academy of Sciences Beijing 100190 China Beijing Key Laboratory of Space Environment Exploration Beijing 100190 China Key Laboratory of Environmental Space Situation Awareness Technology Chinese Academy of Sciences Beijing 100190 China
,,,
Title,"Mechanical properties, corrosion resistance, and rubber pad forming of cold differential speed-rolled pure titanium for bipolar plates of proton-exchange membrane fuel cellsFirst",,
First,Liu Q.,SCOPUS,School of Material Science and Engineering Nanjing University of Science and Technology Nanjing 210094 China
Last,"Zhang, Xinping",SCOPUS,School of Material Science and Engineering Nanjing University of Science and Technology Nanjing 210094 China
,,,
Title,Optimization of the bipolar plate rib structure in proton exchange membrane fuel cells with an analytical methodFirst,,
First,Liu Y.,SCOPUS,Chair of Thermodynamics of Mobile Energy Conversion Systems (TME) RWTH Aachen University Forckenbeckstrasse 4 Aachen 52074 Germany
Last,"Pischinger, Stefan",SCOPUS,Chair of Thermodynamics of Mobile Energy Conversion Systems (TME) RWTH Aachen University Forckenbeckstrasse 4 Aachen 52074 Germany
,,,
Title,Preparation and properties of conductive Ti4O7 surface coating for Ti bipolar plates of proton exchange membrane fuel cellsFirst,,
First,Tan Q.,SCOPUS,School of Chemistry and Chemical Engineering Guangxi University Nanning 530004 China
Last,Wang Y.,SCOPUS,School of Chemistry and Chemical Engineering Guangxi University Nanning 530004 China
,,,
Title,Effects of Heat Treatment on Microstructures and Properties of Cold Rolled Ti-0.3Ni Sheets as Bipolar Plates for PEMFCFirst,,
First,Zhu H.,SCOPUS,State Key Laboratory of Advanced Welding and Joining Harbin Institute of Technology Harbin 150001 China School of Materials Science and Engineering Harbin Institute of Technology Harbin 150001 China
Last,Kong F.,SCOPUS,State Key Laboratory of Advanced Welding and Joining Harbin Institute of Technology Harbin 150001 China School of Materials Science and Engineering Harbin Institute of Technology Harbin 150001 China
,,,
Title,Enhanced travel range bipolar tri-electrode electrostatic actuator using extended background electrodeFirst,,
First,Allameh M.,SCOPUS,Electrical and Computer Engineering Department University of Manitoba 25 Chancellors Cir Winnipeg MB  R3T 5V6 Canada
Last,"Shafai, Cyrus",SCOPUS,Electrical and Computer Engineering Department University of Manitoba 25 Chancellors Cir Winnipeg MB  R3T 5V6 Canada
,,,
Title,A review of proton exchange membrane fuel cell's bipolar plate design and fabrication processFirst,,
First,Liu Q.,SCOPUS,School of Mechanical & Automotive Engineering South China University of Technology China Guangdong Key Laboratory of Automotive Engineering Guangzhou 510641 China
Last,Wang J.,SCOPUS,School of Mechanical & Automotive Engineering South China University of Technology China Guangdong Key Laboratory of Automotive Engineering Guangzhou 510641 China
,,,
Title,Vanadium redox flow batteriesFirst,,
First,Doetsch C.,SCOPUS,Fraunhofer Institute for Environmental Safety and Energy Technology UMSICHT Oberhausen Germany
Last,Burfeind J.,SCOPUS,Fraunhofer Institute for Environmental Safety and Energy Technology UMSICHT Oberhausen Germany
,,,
Title,Doping and stress induced failure of Ti(Al/Pt)N films on Ti6Al4V plate in a simulated PEMFC environmentFirst,,
First,Du F.,SCOPUS,School of Materials and Metallurgy University of Science and Technology Liaoning Anshan 114051 China
Last,Chen D.-X.,SCOPUS,School of Materials and Metallurgy University of Science and Technology Liaoning Anshan 114051 China
,,,
Title,Drag of Two Cylindrical Intruders in a Two-Dimensional Granular EnvironmentFirst,,
First,Kubota T.,SCOPUS,Department of Mechanical Systems Engineering Tokyo University of Agriculture and Technology Tokyo Koganei 184-8588 Japan
Last,Takada S.,SCOPUS,Department of Mechanical Systems Engineering Tokyo University of Agriculture and Technology Tokyo Koganei 184-8588 Japan Institute of Engineering Tokyo University of Agriculture and Technology Tokyo Koganei 184-8588 Japan
,,,
Title,"Performance, Analysis, and Modeling of III-V Vertical Nanowire MOSFETs on Si at Higher VoltagesFirst",,
First,"Andric, Stefan",SCOPUS,Lund University Department of Electrical and Information Technology Lund 221 00 Sweden Acconeer AB Malm? SE-211 77 Sweden
Last,"Wernersson, Lars Erik",SCOPUS,Lund University Department of Electrical and Information Technology Lund 221 00 Sweden
,,,
Title,Review on Proton Exchange Membrane Fuel Cell's Metallic Bipolar Plate Fabrication ChallengesFirst,,
First,"Weng, Fangbor",SCOPUS,Department of Mechanical Engineering Fuel cell center Yuan Ze University Taoyuan City 32003 Taiwan
Last,Chen C.-H.,SCOPUS,Fucell Co. Ltd Taoyuan City Taiwan
,,,
Title,Speed and safety of mass spectrometry for identification of Burkholderia pseudomallei directly from spiked blood culturesFirst,,
First,Gassiep I.,SCOPUS,University of Queensland Centre for Clinical Research Royal Brisbane and Woman's Hospital Herston QLD Australia Department of Infectious Diseases Mater Hospital Brisbane South Brisbane QLD Australia Pathology Queensland Royal Brisbane & Women's Hospital Herston QLD Australia
Last,"Norton, Robert",SCOPUS,Pathology Queensland Townsville University Hospital Townsville QLD Australia Faculty of Medicine University of Queensland Brisbane QLD Australia
,,,
Title,Snowflake Bionic Flow Channel Design to Optimize the Pressure Drop and Flow Uniform of Proton Exchange Membrane Fuel CellsFirst,,
First,Li Y.,SCOPUS,School of Energy Power and Mechanical Engineering North China Electric Power University Beijing 102206 China
Last,"Lu, Gui",SCOPUS,School of Energy Power and Mechanical Engineering North China Electric Power University Beijing 102206 China
,,,
Title,Improving the electrical performance of a carbon fiber reinforced polymer bipolar plate using a resin squeeze-out preprocessFirst,,
First,Kim S.O.,SCOPUS,Institute of Advanced Composite Materials Korea Institute of Science and Technology (KIST) 92 Chudong-ro Bongdong-eup Jeonbuk Wanju-gun 55324 South Korea Division of Polymer-Nano & Textile Engineering Jeonbuk National University 567 Baekje-daero Deokjin-gu Jeonbuk Jeonju-si 54896 South Korea
Last,"Kim, Minkook",SCOPUS,Institute of Advanced Composite Materials Korea Institute of Science and Technology (KIST) 92 Chudong-ro Bongdong-eup Jeonbuk Wanju-gun 55324 South Korea
,,,
Title,Design of arbitrary polarity rectangular pulse power supply based on Marx [ÐñéÍMarxîÜìòëò?àõÛ°÷î???ê¹??First,,
First,Jiang S.,SCOPUS,School of Mechanical Engineering University of Shanghai for Science and Technology Shanghai 200093 China
Last,Li Z.,SCOPUS,School of Mechanical Engineering University of Shanghai for Science and Technology Shanghai 200093 China
,,,
Title,Vanadium: A Transition Metal for Sustainable Energy Storing in Redox Flow BatteriesFirst,,
First,"Dassisti, Michele",SCOPUS,Polytechnic University of Bari Bari Italy
Last,"Ramadan, Mohamad",SCOPUS,International University of Beirut Beirut Lebanon FCLAB University Bourgogne Franche-Comte Belfort cedex France Lebanese International University Beirut Lebanon
,,,
Title,The conductive network optimization of composite graphite plates and its morphological analysisFirst,,
First,Fan R.,SCOPUS,New Energy Automotive Engineering Center Tongji University 4800 Caoan Road Shanghai 201804 China School of Automotive Studies Tongji University Shanghai 201804 China
Last,"Ming, Pingwen",SCOPUS,New Energy Automotive Engineering Center Tongji University 4800 Caoan Road Shanghai 201804 China School of Automotive Studies Tongji University Shanghai 201804 China
,,,
Title,Performance of SS304 Modified by Silver Micro/Nano-Dendrite Coating with Hot-Water Super-Repellency in Simulated PEMFC Cathode EnvironmentFirst,,
First,Xuan J.,SCOPUS,College of Materials Science and Chemical Engineering Harbin Engineering University Harbin 150001 China State Key Laboratory for Marine Corrosion and Protection Luoyang Ship Material Research Institute Qingdao 266237 China
Last,"Li, Li",SCOPUS,College of Materials Science and Chemical Engineering Harbin Engineering University Harbin 150001 China
,,,
Title,Bipolar Plate MaterialsFirst,,
First,"Wilberforce, Tabbi",SCOPUS,Aston University Birmingham United Kingdom The University of the West of Scotland Paisley United Kingdom
Last,"Olabi, Abdul Ghani",SCOPUS,Aston University Birmingham United Kingdom The University of the West of Scotland Paisley United Kingdom University of Sharjah Sharjah United Arab Emirates
,,,
Title,Modeling Behavior of Magnetorheological FluidsFirst,,
First,Salloom M.Y.,SCOPUS,University of Baghdad Baghdad Iraq
Last,Salloom M.Y.,SCOPUS,University of Baghdad Baghdad Iraq
,,,
Title,Shape and position design of two-step micro-channel on plate during rubber pad forming process based on simulationFirst,,
First,Teng F.,SCOPUS,Transportation Engineering College Dalian Maritime University Dalian Liaoning 106026 China
Last,Zhang S.,SCOPUS,Shagang School of Iron and Steel Soochow University Suzhou 215002 China
,,,
Title,Nanometric CrN/CrAlN and CrN/ZrN multilayer physical vapor deposited coatings on 316L stainless steel as bipolar plate for proton exchange membrane fuel cellsFirst,,
First,Rajabi T.,SCOPUS,Department of Materials Engineering Isfahan University of Technology Isfahan 84156-83111 Iran
Last,Nahvi S.M.,SCOPUS,Department of Materials Engineering Isfahan University of Technology Isfahan 84156-83111 Iran
,,,
Title,Balancing the corrosion resistance and conductivity of Cr-Al-C coatings via annealing treatment for metal bipolar platesFirst,,
First,"Ma, Guanshui",SCOPUS,Key Laboratory of Marine Materials and Related Technologies Zhejiang Key Laboratory of Marine Materials and Protective Technologies Ningbo Institute of Materials Technology and Engineering Chinese Academy of Sciences Ningbo 315201 China
Last,"Wang, Aiying",SCOPUS,Key Laboratory of Marine Materials and Related Technologies Zhejiang Key Laboratory of Marine Materials and Protective Technologies Ningbo Institute of Materials Technology and Engineering Chinese Academy of Sciences Ningbo 315201 China Center of Materials Science and Optoelectronics Engineering University of Chinese Academy of Sciences Beijing 100049 China
,,,
Title,"Overcoming the Dilemma between Low Electrical Resistance and High Corrosion Resistance Using a Ta/(Ta,Ti)N/TiN/Ti Multilayer for Proton Exchange Membrane Fuel CellsFirst",,
First,"Tu, Rong",SCOPUS,State Key Laboratory of Advanced Technology for Materials Synthesis and Processing Wuhan University of Technology Wuhan 430070 China Chaozhou Branch of Chemistry and Chemical Engineering Guangdong Laboratory Chaozhou 521000 China Advanced Engineering Technology Research Institute of Zhongshan City Wuhan University of Technology Zhongshan 528400 China
Last,"Shi, Ji",SCOPUS,Tokyo Institute of Technology School of Materials and Chemical Technology Tokyo 152-8552 Japan
,,,
Title,Effect of nitrogen plasma on the mechanical and electrical properties of plasma-enhanced atomic layer deposited TiN filmsFirst,,
First,"Shin, Jeongwoo",SCOPUS,Department of New Energy Engineering Seoul National University of Science and Technology South Korea
Last,"An, Jihwan",SCOPUS,Department of Manufacturing Systems and Design Engineering(MSDE) Seoul National University of Science and Technology South Korea
,,,
Title,A novel bipolar electrocautery-enhanced delivery system with a lumen-apposing metal stent for EUS-guided drainage: A porcine studyFirst,,
First,Jo S.J.,SCOPUS,Department of Internal Medicine Digestive Disease Center and Research Institute SoonChunHyang University School of Medicine Bucheon South Korea
Last,"Lee, Donhaeng",SCOPUS,Department of Internal Medicine Inha University School of Medicine Incheon South Korea
,,,
Title,Investigation of acidity on corrosion behavior and surface properties of SS304 in simulated PEMFC cathode environmentsFirst,,
First,Xuan J.,SCOPUS,College of Materials Science and Chemical Engineering Harbin Engineering University Harbin 150001 China State Key Laboratory for Marine Corrosion and Protection Luoyang Ship Material Research Institute Qingdao 266237 China
Last,"Li, Li",SCOPUS,College of Materials Science and Chemical Engineering Harbin Engineering University Harbin 150001 China
,,,
Title,PEM Fuel cell and electrolysis cell technologies and hydrogen infrastructure development - a reviewFirst,,
First,"Wang, Yun",SCOPUS,Renewable Energy Resources Lab & National Fuel Cell Research Center Department of Mechanical and Aerospace Engineering The University of California Irvine CA  92697 United States
Last,"Chen, Ken S.",SCOPUS,Sandia National Laboratories Livermore CA  94550 United States
,,,
Title,Study on Corrosion Resistance and Conductivity of TiMoN Coatings with Different Mo Contents under Simulated PEMFC Cathode EnvironmentFirst,,
First,"Jin, Jie",SCOPUS,College of Materials Science and Engineering Zhejiang University of Technology Hangzhou 310000 China
Last,Kou X.,SCOPUS,College of Materials Science and Engineering Zhejiang University of Technology Hangzhou 310000 China
,,,
Title,Investigation of corrosion properties with Ni?P/TiNO coating on aluminum alloy bipolar plates in proton exchange membrane fuel cellFirst,,
First,Zhang J.,SCOPUS,College of Materials Science and Engineering Zhejiang University of Technology Hangzhou 310014 China
Last,Tian X.,SCOPUS,College of Materials Science and Engineering Zhejiang University of Technology Hangzhou 310014 China
,,,
