74|2000
51|2006
48|2001
46|2004
33|2006
33|2000
28|2008
21|2006
20|2004
18|2004
17|2004
15|2007
14|2003
13|2000
12|2001
12|2001
12|2007
10|2000
9|2004
7|1998
7|1997
7|2005
7|2002
7|1999
7|2006
6|2007
5|2003
5|2004
5|1999
5|1997
5|2007
5|2007
5|2001
4|2010
4|2004
4|2008
3|2006
3|1999
3|2000
2|2010
2|2007
2|1999
2|2008
2|2008
1|2009
1|2009
1|2006
1|2004
1|2007
1|1996
1|2010
1|2010
1|2007
1|2010
1|1999
1|2008
0|2012
0|2012
0|2000
0|2010
0|2011
0|2007
0|2007
0|2006
0|2011
0|2007
0|2011
0|2009
0|2008
0|2010
0|2006
0|2003
0|2009
0|2006
0|2000
0|2006
0|2011
0|2007
0|2004
0|2005
0|2000
0|2011
0|2011
0|2007
0|2009
0|2007
0|2007
0|2007
0|1997
0|2007
