3030|1990
1403|2002
1357|1987
722|1988
698|1999
676|1986
627|1989
504|1989
465|1988
463|1999
428|1993
422|1988
406|1994
379|2002
360|2000
329|1983
314|1973
304|1994
285|1996
284|1995
280|1993
260|2005
244|2004
233|2003
190|1986
175|1996
168|1997
166|1999
166|1994
158|1986
149|1988
142|1985
141|1990
140|1989
134|1995
129|1984
127|1982
125|1992
113|2001
111|2005
105|1994
104|1987
98|1987
95|2009
89|1988
88|1999
84|2000
84|1987
82|1989
80|1986
80|1996
79|1996
77|1996
70|1991
69|1984
66|2000
65|1980
60|1987
59|1990
59|1983
57|1986
53|1985
53|1998
47|1994
46|1988
45|1972
45|2001
41|1988
40|1988
39|1987
38|1998
38|1999
34|1992
33|2000
32|1995
28|1996
27|1999
27|1991
26|2002
25|1997
24|1970
20|2009
19|1981
19|1991
18|1995
18|1985
17|1984
17|1993
17|1982
15|1980
15|1987
14|1979
14|2009
14|2010
13|1989
13|1970
13|1996
11|1981
10|1994
9|1983
9|1988
8|2000
8|1993
8|1974
7|2003
7|2002
7|1982
6|1969
6|1998
5|1969
4|1974
4|1970
4|1970
4|1971
4|1992
3|1979
2|1984
2|1989
2|1998
2|1988
1|1987
1|1998
1|1987
1|2005
1|1993
0|2004
0|1998
0|1995
0|1994
0|1984
0|1993
0|2004
0|1999
0|1987
0|1988
0|2000
