171|1999
145|2001
84|1992
80|2010
68|2004
62|2009
59|2003
56|1993
49|2007
44|1999
37|2007
37|2006
37|2006
33|1997
32|1996
32|1990
31|2001
31|2006
31|2006
30|1994
29|1999
28|2008
28|2007
27|2010
27|2009
27|2007
26|2002
22|1987
21|1995
20|1993
18|2001
18|2010
18|1999
18|1995
17|2007
17|2007
17|1991
17|2005
16|1998
15|1994
15|2001
15|2008
15|1991
14|2010
14|1990
13|2009
13|2001
13|1995
13|1988
12|2009
11|2005
11|1995
11|2002
10|2007
10|2010
10|2004
9|2010
9|2008
9|1998
9|2006
8|2011
8|2005
7|2011
7|1996
7|2007
7|1994
7|2010
7|2000
6|2010
6|2009
6|1999
6|1994
6|1993
5|2010
5|2000
5|2011
5|2008
5|2009
5|2001
5|2006
5|1990
5|2000
5|2009
5|2000
4|2010
4|2001
4|2008
4|1992
4|1986
3|2011
3|2010
3|2010
3|2000
3|2001
3|2003
3|2010
2|2011
2|2011
2|2007
2|1997
2|2009
2|1996
2|2005
2|2004
2|1996
1|2012
1|2011
1|2011
1|1996
1|2011
1|2010
1|2000
1|2001
1|2010
1|2000
1|2008
1|1991
1|2007
0|2012
0|2012
0|2012
0|2011
0|2010
0|2010
0|2011
0|2011
0|2011
0|2012
0|2012
0|2012
0|2010
0|2006
0|2001
0|2009
0|1984
0|2011
0|2003
0|1995
0|2001
0|2010
0|2011
0|2011
0|2008
0|2010
0|2010
0|2011
0|2002
0|2011
0|2011
0|1996
0|2000
0|2010
0|1990
0|1999
0|2010
0|2010
0|2011
0|1999
0|2006
0|2011
0|2007
0|2005
0|2011
0|1996
0|2008
0|1999
0|2001
0|2011
0|2010
0|1998
0|2009
0|2009
0|2011
0|1998
0|2008
0|2000
0|2010
0|1988
0|2011
0|2009
0|2003
0|2010
0|1997
0|2010
0|2003
0|1999
0|2012
0|2011
0|2000
0|2010
0|2002
0|2001
0|2010
