348|1999
164|1997
131|2000
110|2002
101|2003
88|1998
83|2003
70|2004
69|1999
54|2000
50|2002
49|1991
49|1989
49|2005
48|2001
46|2000
43|1996
38|2002
38|1997
36|2003
35|1998
35|2001
35|2003
35|2005
34|2006
33|2001
32|1998
31|1997
30|2005
29|2004
29|2002
28|1993
28|1994
27|1997
27|2004
25|2000
25|2004
24|1988
24|2004
23|2000
23|2008
23|2002
22|2008
22|2003
22|1990
21|2003
21|2005
21|2006
21|2000
20|2008
20|2001
19|1995
19|1998
18|2002
18|1996
18|2008
17|1994
17|2008
17|2002
17|2006
16|2004
16|2006
16|1999
15|2009
15|2006
15|2008
15|2003
15|2009
14|2006
14|2010
14|1997
13|2006
13|2008
12|2005
12|2001
12|2002
12|2009
12|2008
12|2004
12|2005
12|2005
11|2003
11|1986
10|1998
10|2005
10|2001
10|2007
10|2010
10|2008
9|2003
9|2002
9|2008
9|2009
9|2002
8|2008
8|1998
8|2005
7|2009
7|2003
7|2008
7|2005
7|2002
7|2010
7|1999
6|2006
6|1994
6|1991
6|2004
6|1996
6|1998
5|2006
5|2007
5|2007
5|2006
5|2004
5|2005
5|2004
5|1992
5|2011
5|1996
5|2002
5|2008
5|1986
5|1998
4|1996
4|2006
4|2007
4|2010
4|1997
4|2006
4|1991
4|2007
4|2002
4|2002
3|2011
3|2002
3|2009
3|1993
3|2006
3|2011
3|2011
2|2009
2|2011
2|2002
2|2010
2|2010
2|2010
2|2005
2|2008
2|2010
2|2001
2|2002
2|2007
2|2001
1|2011
1|2008
1|2010
1|2011
1|1996
1|2004
1|2008
1|2007
1|2009
1|1997
1|1993
1|2004
1|1997
1|2011
1|2001
0|2012
0|1995
0|2001
0|1989
0|1998
0|2000
0|2005
0|1994
0|1997
0|1997
0|2001
0|2003
0|1998
0|2003
0|2003
0|2002
0|1996
0|1992
0|2000
0|2007
0|2000
0|1999
0|2005
0|1999
0|2002
0|2010
0|1994
0|2006
0|1995
0|2005
0|2003
0|2002
0|2003
0|2006
0|1996
0|1995
0|2002
0|1993
0|2002
0|2000
0|1990
0|2000
0|1997
0|2001
0|2006
0|1997
0|1991
0|1996
0|2012
0|1998
0|2001
0|1998
0|1998
0|1998
0|2001
0|1997
0|2003
0|2006
0|1997
0|2000
0|2007
0|2002
0|2004
0|1993
0|1987
0|1996
0|1996
0|2001
0|2003
0|2003
0|2002
0|2004
0|1998
0|2006
0|1999
0|1993
0|1996
0|2004
0|2005
0|1997
0|2009
0|2001
0|2002
0|1998
0|2003
0|1996
0|2011
0|2002
0|1995
0|1998
0|2002
0|1995
0|2002
0|2003
0|2005
0|2002
0|2006
0|2000
0|1998
0|1996
0|1998
0|2001
0|2005
0|1998
0|1998
0|2002
0|1999
0|2000
0|1999
0|2004
0|1996
0|2000
0|2003
0|1997
0|1998
0|2002
0|2001
0|2003
0|2003
0|2003
0|1998
0|2006
0|2011
0|1998
0|2000
0|2007
0|1996
0|2004
0|2000
0|2003
0|2002
0|2006
0|2003
0|2002
0|2001
0|2005
0|2002
0|2005
0|2003
0|2002
0|2005
0|2002
0|2000
0|2004
0|1998
0|2003
0|2001
0|1996
0|1997
0|2001
0|2000
0|2001
0|2001
0|1999
0|2001
0|1998
0|2011
0|1998
0|1996
0|2002
0|2000
0|2005
0|2003
0|2000
0|2000
0|1999
0|2002
0|1997
0|2011
0|2003
0|2000
0|1996
0|2001
0|1999
0|2003
0|1998
0|2001
0|1999
0|2002
0|1995
0|1997
0|2003
0|2002
0|2006
0|2000
0|1997
0|2002
0|2002
0|2009
0|1998
0|1995
0|2012
0|1999
0|1998
0|2010
0|1999
0|1997
0|2002
0|2003
0|1999
0|1999
0|2002
0|1995
0|1999
0|1999
0|1993
0|1998
0|1998
0|2011
0|2000
0|2009
0|2003
0|2006
0|1996
0|2004
0|2003
0|2003
0|1997
0|1998
0|1999
0|2007
0|2004
0|2004
0|1996
0|2003
0|1998
0|2006
0|2002
0|1996
0|1996
0|2001
0|2001
0|2003
0|2003
0|2009
0|1998
0|2006
0|1998
0|2000
0|2001
0|1993
0|2001
0|2001
0|2000
0|1994
0|2006
0|2011
0|1996
0|2001
0|1996
0|1994
0|2011
0|1997
0|1994
0|2010
0|2009
0|1998
0|1998
0|2003
0|2004
0|2001
0|2008
0|2003
0|2001
0|1997
0|2008
0|2003
0|2009
0|2002
0|1996
0|2003
0|1996
0|2000
0|2004
0|2003
0|1991
0|1996
0|2004
0|2001
0|2001
0|2001
0|2005
0|1997
0|1989
0|2003
0|2004
0|1999
0|1999
0|1998
0|1996
0|2005
0|2000
0|1999
0|2001
0|1991
0|1995
0|2006
0|1997
0|2002
0|2003
0|1999
0|1994
0|1970
0|1996
0|1999
0|2003
0|1999
0|2003
0|1988
0|1999
0|2001
0|2009
0|2002
0|1998
0|2004
0|2005
0|1998
0|2003
0|1993
0|1998
0|2000
0|2002
0|1994
0|1993
0|2001
0|2009
0|1993
0|1996
0|1999
0|1999
0|2000
0|2003
0|2003
0|2000
0|2006
0|1998
0|1996
0|2000
0|2007
0|2003
0|2008
0|2006
0|1993
