1904|1982
1053|1981
883|1988
442|1996
314|1982
154|1984
127|1993
127|1982
121|1992
120|1977
106|1987
102|1980
101|1984
84|1984
83|1979
77|1981
68|1991
68|1982
62|1977
55|1991
49|1980
43|1985
41|1984
41|1989
40|1985
40|1975
37|1983
37|1984
37|1992
32|1978
31|1992
31|2003
30|1988
30|1991
30|1993
29|1992
29|1978
27|1972
26|1996
26|1974
25|1986
25|1968
25|1994
24|1976
24|1990
24|1974
23|1988
23|1986
22|1981
22|1972
22|1975
21|1978
21|1992
20|1984
20|1971
20|1983
19|1979
19|1992
18|1971
18|1970
18|1989
17|1982
17|1988
17|1976
17|1988
17|1970
16|1981
16|1991
16|1995
16|1992
16|1985
16|1988
15|1998
15|1972
15|1991
15|1992
15|1996
14|1988
14|1982
13|1989
13|1990
13|1975
13|1990
13|1981
12|1988
12|1992
12|1977
12|1990
12|1995
12|1992
12|1981
11|1994
11|1989
10|1985
10|1977
10|1992
10|1969
10|1978
10|1971
9|1991
9|1979
9|1985
8|1978
8|1981
8|1988
8|1997
8|1988
8|1982
7|1991
7|1992
7|1979
7|1977
6|1972
6|1998
6|1985
6|1991
6|1995
6|1993
6|1991
5|1971
5|1997
5|1978
5|1963
5|1971
5|1985
5|1971
4|1987
4|1978
4|1987
3|1999
3|1982
2|1969
2|1987
2|1980
2|1977
2|1992
1|1996
0|1912
0|1988
0|1966
0|1985
0|2002
0|1987
0|1977
0|1973
0|1986
