19|2002
17|2010
11|2005
7|2010
7|2003
7|2007
6|2004
5|2002
4|2010
3|2002
1|2011
1|2011
1|2000
1|2006
1|2010
1|2010
0|2012
0|2012
0|2007
0|2012
