93|2010
56|2001
24|2001
22|2008
22|1999
21|1997
20|2006
20|1998
17|2007
16|2006
15|2000
14|2007
11|1997
10|1998
10|2006
10|2003
9|2000
8|2007
8|2006
7|2004
7|2010
7|2005
6|2004
5|2008
5|2007
5|2005
5|2007
5|2006
5|2006
5|2000
4|2009
4|2009
4|2008
4|2005
4|1999
4|2004
4|2001
3|2004
3|2004
3|2007
3|2006
3|2009
3|2010
3|2007
3|2004
3|2005
2|2010
2|2007
2|2009
2|2010
2|2002
2|2008
2|2008
2|1999
2|2008
2|1999
2|2006
1|2011
1|2009
1|2004
1|2003
1|2011
1|2000
1|2002
1|2008
1|2008
1|2011
1|2007
1|2007
1|2006
1|2000
0|2012
0|2012
0|2005
0|2006
0|2012
0|2011
0|2011
0|2000
0|2007
0|2007
0|2006
0|2009
0|2010
0|2005
0|2007
0|2010
0|2009
0|2009
0|2006
0|2007
0|2011
0|2008
0|2007
0|2011
0|2011
