207|2004
93|1995
84|2004
80|2004
76|1999
68|2007
66|2003
62|2000
62|2004
61|2006
58|2004
51|1993
51|2006
50|2005
42|2006
33|2000
32|2009
30|1994
29|1996
29|2001
26|2005
25|2002
24|2006
24|1997
23|2008
23|1998
22|1996
21|1994
20|2003
20|1992
19|2007
18|2009
18|1995
17|2005
17|2005
17|2006
16|2008
16|2000
15|2006
15|2008
15|1994
14|2006
14|2008
14|1997
14|2008
13|2004
12|2005
11|2012
11|2004
11|2005
10|2007
9|2005
9|2005
9|2008
9|1996
8|2010
8|2010
8|2001
8|2003
8|1997
8|1995
7|2007
7|2010
7|2006
7|2008
7|2005
6|2006
5|2007
5|2008
5|1997
5|1996
5|2006
5|1992
4|2010
4|2002
4|2004
4|2002
4|1994
4|1994
4|2008
4|2000
4|2010
3|2008
3|2005
3|2009
3|1995
3|2003
2|2009
2|2009
2|2010
2|2006
2|1992
2|2008
2|2009
2|1998
2|2006
2|2007
2|2010
1|2007
1|2011
1|2010
1|2005
1|1990
1|1993
1|2006
1|2001
1|2010
1|2003
1|2009
1|1995
1|1990
1|2008
1|1995
1|1997
1|2001
1|1991
1|2003
1|2008
1|1998
1|1999
0|2012
0|2012
0|2011
0|2011
0|2010
0|2003
0|2011
0|2012
0|2011
0|2012
0|2011
0|2011
0|2011
0|1995
0|1999
0|2010
0|2005
0|2002
0|1999
0|2002
0|2001
0|2004
0|2010
0|2009
0|2000
0|2010
0|1997
0|2011
0|2000
0|2005
0|2008
0|1988
0|2009
0|1994
0|1994
0|1988
0|2010
0|1994
0|2000
0|2006
0|1994
0|1998
0|2007
0|1997
0|1998
0|2005
0|2010
0|2001
0|2007
0|2008
0|2010
0|1994
0|2009
